	TLSW	TMSW	Event Info	FSC 488/10-H	FSC 488/10-A	FSC 488/10-W	FSC 405/10 (spd)-H	FSC 405/10 (spd)-A	FSC 405/10 (spd)-W	SSC 488/10-H	SSC 488/10-A	SSC 488/10-W	IFNL1-H	IFNL1-A	IFNL1-W	IFNB1-H	IFNB1-A	IFNB1-W	M2-H	M2-A	M2-W	TIME
22035	2307306000.0	0.0	4294901800.0	84122.0	136013.0	121224.0	262122.0	262143.0	124208.0	41883.0	52225.0	95072.0	30.0	33.0	31332.0	26.0	32.0	67200.0	9.0	3.0	11684.0	4614612.0
22036	2307307000.0	0.0	4294901800.0	69654.0	126319.0	145028.0	262122.0	262143.0	131112.0	37273.0	49821.0	102852.0	56.0	59.0	60296.0	53.0	51.0	54388.0	35.0	42.0	66348.0	4614614.0
22037	2307342000.0	0.0	4294901800.0	79769.0	168640.0	177196.0	262122.0	262143.0	164936.0	59894.0	86439.0	110052.0	48.0	54.0	58532.0	77.0	95.0	96676.0	34.0	33.0	39352.0	4614684.0
22038	2307381000.0	0.0	4294901800.0	61913.0	86298.0	109048.0	220088.0	262143.0	108276.0	19190.0	24540.0	97184.0	34.0	39.0	66896.0	2.0	3.0	16580.0	55.0	75.0	87796.0	4614762.0
22039	2307400700.0	0.0	4294901800.0	80349.0	117408.0	111628.0	262122.0	262143.0	122384.0	32059.0	39949.0	94300.0	36.0	41.0	73828.0	72.0	61.0	45624.0	27.0	21.0	21752.0	4614801.0
22040	2307434000.0	0.0	4294901800.0	63549.0	112462.0	141512.0	253447.0	262143.0	117636.0	37855.0	47080.0	94260.0	25.0	26.0	19280.0	58.0	69.0	75084.0	13.0	8.0	12336.0	4614868.0
22042	2307489000.0	0.0	4294901800.0	73332.0	177563.0	207724.0	262122.0	262143.0	180224.0	29725.0	70876.0	196228.0	14.0	16.0	46948.0	45.0	39.0	32244.0	39.0	36.0	64884.0	4614978.0
22043	2307516000.0	0.0	4294901800.0	48792.0	86452.0	138908.0	200191.0	262143.0	139036.0	18649.0	31589.0	133608.0	77.0	100.0	89432.0	28.0	35.0	85104.0	50.0	72.0	72604.0	4615032.0
22044	2307937500.0	0.0	4294901800.0	75146.0	128774.0	138548.0	262122.0	262143.0	131656.0	37575.0	48222.0	97152.0	46.0	43.0	67424.0	78.0	79.0	67384.0	22.0	16.0	42992.0	4615875.0
22046	2308045300.0	0.0	4294901800.0	79067.0	138817.0	137492.0	262122.0	262143.0	118848.0	33181.0	42151.0	96064.0	29.0	26.0	50228.0	64.0	81.0	83560.0	3.0	2.0	5104.0	4616091.0
22047	2308090000.0	0.0	4294901800.0	86292.0	150072.0	132976.0	262122.0	262143.0	143284.0	28898.0	40408.0	106804.0	49.0	61.0	88972.0	43.0	56.0	81724.0	23.0	8.0	28852.0	4616180.0
22050	2308719600.0	0.0	4294901800.0	88467.0	152989.0	133244.0	262122.0	262143.0	142284.0	38106.0	50866.0	101164.0	11.0	7.0	23416.0	43.0	50.0	79936.0	31.0	21.0	41724.0	4617439.0
22051	2308758000.0	0.0	4294901800.0	87583.0	160302.0	145116.0	262122.0	262143.0	151156.0	58241.0	74876.0	97104.0	41.0	42.0	65684.0	98.0	90.0	59040.0	34.0	34.0	62820.0	4617516.0
22053	2308822500.0	0.0	4294901800.0	69947.0	122160.0	142768.0	262122.0	262143.0	117292.0	41037.0	59091.0	109700.0	37.0	35.0	61348.0	40.0	43.0	47460.0	16.0	25.0	48120.0	4617645.0
22054	2309719000.0	0.0	4294901800.0	76432.0	129007.0	132336.0	262122.0	262143.0	120960.0	40921.0	51359.0	94676.0	31.0	36.0	66052.0	56.0	49.0	50444.0	23.0	26.0	13088.0	4619438.0
22055	2309748500.0	0.0	4294901800.0	68330.0	127072.0	153688.0	250739.0	262143.0	158408.0	40072.0	55324.0	104284.0	43.0	53.0	79616.0	52.0	59.0	52404.0	9.0	4.0	11092.0	4619497.0
22056	2309784600.0	0.0	4294901800.0	69478.0	111950.0	128452.0	262122.0	262143.0	127064.0	33786.0	43918.0	98880.0	27.0	35.0	42784.0	35.0	24.0	18656.0	24.0	25.0	27492.0	4619569.0
22057	2309811700.0	0.0	4294901800.0	85694.0	148419.0	135424.0	262122.0	262143.0	139288.0	38387.0	49863.0	98440.0	50.0	51.0	66104.0	58.0	66.0	70304.0	35.0	41.0	46572.0	4619623.0
22058	2310344700.0	0.0	4294901800.0	96386.0	157466.0	116968.0	262122.0	262143.0	117780.0	48589.0	67826.0	106584.0	47.0	41.0	47972.0	80.0	92.0	67828.0	11.0	8.0	30224.0	4620690.0
22059	2310372900.0	0.0	4294901800.0	108833.0	179198.0	128916.0	262122.0	262143.0	141348.0	66633.0	89013.0	101840.0	30.0	26.0	54640.0	60.0	68.0	80972.0	20.0	24.0	71044.0	4620746.0
22060	2310451200.0	0.0	4294901800.0	92128.0	160129.0	132580.0	262122.0	262143.0	147528.0	50671.0	65676.0	98076.0	43.0	45.0	61564.0	69.0	80.0	70460.0	24.0	15.0	30684.0	4620902.0
22061	2310480100.0	0.0	4294901800.0	82266.0	149597.0	145740.0	262122.0	262143.0	143792.0	52819.0	70013.0	101032.0	66.0	54.0	63080.0	153.0	184.0	86612.0	49.0	71.0	107996.0	4620960.0
22062	2310502100.0	0.0	4294901800.0	82704.0	146993.0	137556.0	262122.0	262143.0	151264.0	51057.0	69710.0	103960.0	28.0	25.0	45804.0	79.0	93.0	77528.0	19.0	10.0	24504.0	4621004.0
22063	2310519600.0	0.0	4294901800.0	80998.0	165407.0	167884.0	262122.0	262143.0	179544.0	48275.0	67320.0	106208.0	42.0	38.0	35960.0	102.0	119.0	87988.0	18.0	21.0	60076.0	4621039.0
22066	2310977300.0	0.0	4294901800.0	79236.0	142595.0	141360.0	262122.0	262143.0	141000.0	46000.0	62988.0	104548.0	35.0	36.0	58668.0	53.0	49.0	51184.0	27.0	23.0	37976.0	4621955.0
22067	2311311000.0	0.0	4294901800.0	73975.0	141745.0	152000.0	262122.0	262143.0	149740.0	39477.0	54488.0	104700.0	34.0	23.0	40044.0	108.0	150.0	95700.0	7.0	5.0	22512.0	4622622.0
22068	2311339000.0	0.0	4294901800.0	76490.0	152511.0	165292.0	262122.0	262143.0	161500.0	45538.0	61939.0	103500.0	96.0	93.0	58816.0	360.0	429.0	91936.0	58.0	64.0	56396.0	4622678.0
22069	2311604200.0	0.0	4294901800.0	76363.0	149602.0	159996.0	262122.0	262143.0	148764.0	41970.0	56016.0	102088.0	21.0	22.0	32468.0	85.0	98.0	70132.0	43.0	42.0	49932.0	4623208.0
22070	2311626500.0	0.0	4294901800.0	66319.0	111598.0	129216.0	242439.0	262143.0	127128.0	43324.0	58498.0	102692.0	30.0	35.0	64784.0	52.0	55.0	58556.0	5.0	3.0	9228.0	4623253.0
22071	2311635500.0	0.0	4294901800.0	65273.0	114309.0	134644.0	262122.0	262143.0	133564.0	36954.0	47836.0	98276.0	19.0	21.0	49476.0	31.0	41.0	43504.0	1.0	1.0	4124.0	4623271.0
22072	2311653000.0	0.0	4294901800.0	67265.0	168548.0	210144.0	262122.0	262143.0	200748.0	38205.0	80878.0	177768.0	25.0	20.0	40904.0	57.0	97.0	35900.0	30.0	43.0	56636.0	4623306.0
22073	2313255700.0	0.0	4294901800.0	81140.0	139484.0	128592.0	262122.0	262143.0	128492.0	41503.0	55952.0	103224.0	37.0	29.0	37132.0	107.0	122.0	84388.0	10.0	15.0	56300.0	4626512.0
22075	2313638000.0	0.0	4294901800.0	82317.0	119953.0	114476.0	256226.0	262143.0	122860.0	33329.0	42636.0	97376.0	31.0	22.0	29168.0	44.0	43.0	43408.0	25.0	41.0	85940.0	4627276.0
22076	2313660400.0	0.0	4294901800.0	80238.0	155769.0	163220.0	262122.0	262143.0	161784.0	54333.0	75301.0	105340.0	62.0	63.0	72672.0	73.0	97.0	80524.0	121.0	131.0	68288.0	4627321.0
22078	2313716200.0	0.0	4294901800.0	69098.0	118137.0	135360.0	262122.0	262143.0	126272.0	39413.0	49106.0	94452.0	43.0	39.0	45572.0	34.0	46.0	75292.0	16.0	17.0	56732.0	4627433.0
22079	2313771500.0	0.0	4294901800.0	68681.0	116156.0	133232.0	250012.0	262143.0	135020.0	24234.0	32328.0	101844.0	40.0	34.0	36360.0	102.0	118.0	72996.0	32.0	17.0	26672.0	4627543.0
22080	2313794600.0	0.0	4294901800.0	66550.0	140550.0	171936.0	262122.0	262143.0	160320.0	55020.0	77407.0	106168.0	32.0	38.0	65720.0	45.0	67.0	77996.0	21.0	21.0	42372.0	4627589.0
22082	2313913600.0	0.0	4294901800.0	65674.0	125444.0	151424.0	243800.0	262143.0	134820.0	36350.0	45307.0	93884.0	26.0	37.0	47904.0	28.0	29.0	26728.0	4.0	2.0	7368.0	4627827.0
22084	2313945600.0	0.0	4294901800.0	88108.0	159217.0	139796.0	262122.0	262143.0	143576.0	43179.0	58887.0	103636.0	34.0	25.0	26448.0	72.0	78.0	70184.0	36.0	37.0	19456.0	4627891.0
22086	2314093000.0	0.0	4294901800.0	78930.0	132475.0	115908.0	262122.0	262143.0	123168.0	47431.0	65237.0	103836.0	76.0	74.0	54260.0	65.0	77.0	89316.0	41.0	59.0	105708.0	4628186.0
22088	2314112500.0	0.0	4294901800.0	79379.0	148494.0	147852.0	262122.0	262143.0	172584.0	58828.0	101260.0	132564.0	27.0	31.0	77296.0	48.0	64.0	54360.0	19.0	22.0	25448.0	4628225.0
22091	2314172400.0	0.0	4294901800.0	64531.0	179521.0	247100.0	262122.0	262143.0	227592.0	40218.0	93411.0	188876.0	27.0	36.0	70332.0	78.0	102.0	74036.0	40.0	27.0	41792.0	4628345.0
22092	2314184000.0	0.0	4294901800.0	73191.0	121016.0	127040.0	262122.0	262143.0	129128.0	45590.0	59935.0	99432.0	45.0	44.0	68528.0	82.0	94.0	68324.0	32.0	34.0	56760.0	4628368.0
22093	2314189600.0	0.0	4294901800.0	63073.0	164269.0	231988.0	262122.0	262143.0	230772.0	44729.0	93352.0	167708.0	21.0	16.0	16564.0	35.0	44.0	52416.0	34.0	59.0	87664.0	4628379.0
22095	2314923300.0	0.0	4294901800.0	88257.0	154185.0	132896.0	262122.0	262143.0	146184.0	51881.0	70194.0	103568.0	48.0	42.0	54708.0	73.0	91.0	95080.0	27.0	31.0	18632.0	4629846.0
22096	2315011000.0	0.0	4294901800.0	74018.0	134803.0	142996.0	262122.0	262143.0	134884.0	54633.0	73061.0	101584.0	61.0	68.0	78536.0	70.0	83.0	75376.0	9.0	9.0	66120.0	4630022.0
22097	2315028200.0	0.0	4294901800.0	73055.0	123249.0	140244.0	262122.0	262143.0	148160.0	33386.0	43633.0	99496.0	26.0	32.0	79564.0	29.0	38.0	76800.0	26.0	7.0	12800.0	4630056.0
22099	2315215400.0	0.0	4294901800.0	76748.0	136905.0	139096.0	262122.0	262143.0	128556.0	44011.0	57670.0	99588.0	22.0	25.0	25620.0	46.0	47.0	60412.0	13.0	12.0	13520.0	4630431.0
22100	2315360500.0	0.0	4294901800.0	78211.0	140092.0	140832.0	262122.0	262143.0	139760.0	35165.0	46821.0	101212.0	30.0	33.0	44268.0	66.0	72.0	71728.0	10.0	4.0	17820.0	4630721.0
22101	2315379200.0	0.0	4294901800.0	68609.0	171257.0	208568.0	262122.0	262143.0	183464.0	40022.0	84514.0	176208.0	30.0	49.0	54528.0	95.0	155.0	109056.0	15.0	25.0	69744.0	4630758.0
22102	2315881500.0	0.0	4294901800.0	74803.0	139571.0	146776.0	262122.0	262143.0	135768.0	45340.0	60315.0	100884.0	52.0	41.0	41336.0	61.0	82.0	81572.0	36.0	45.0	38636.0	4631763.0
22104	2315966500.0	0.0	4294901800.0	74145.0	138915.0	151184.0	262122.0	262143.0	131988.0	43122.0	56467.0	99768.0	24.0	27.0	33376.0	61.0	70.0	74160.0	30.0	28.0	28716.0	4631933.0
22105	2315982000.0	0.0	4294901800.0	80829.0	127685.0	118192.0	259839.0	262143.0	115420.0	31066.0	39017.0	95496.0	35.0	35.0	72804.0	49.0	59.0	80000.0	7.0	3.0	10316.0	4631964.0
22108	2316338400.0	0.0	4294901800.0	82976.0	136318.0	121824.0	262122.0	262143.0	119872.0	38585.0	49503.0	97688.0	42.0	49.0	79672.0	76.0	95.0	86976.0	26.0	23.0	49004.0	4632677.0
22109	2317545700.0	0.0	4294901800.0	70670.0	121907.0	133248.0	262122.0	262143.0	120012.0	25644.0	32323.0	96644.0	15.0	7.0	19380.0	58.0	65.0	78392.0	19.0	9.0	24104.0	4635091.0
22110	2317555700.0	0.0	4294901800.0	73461.0	120452.0	125636.0	262122.0	262143.0	120184.0	30402.0	38069.0	94888.0	9.0	9.0	22156.0	35.0	39.0	81152.0	19.0	13.0	28528.0	4635112.0
22111	2317569000.0	0.0	4294901800.0	71059.0	138223.0	155964.0	262122.0	262143.0	166460.0	39157.0	52742.0	102780.0	8.0	4.0	15084.0	49.0	46.0	30568.0	9.0	4.0	9984.0	4635138.0
22112	2317586200.0	0.0	4294901800.0	64827.0	118487.0	149804.0	262122.0	262143.0	135816.0	34323.0	47108.0	104600.0	17.0	23.0	61344.0	23.0	31.0	79824.0	10.0	4.0	18672.0	4635172.0
22113	2317598500.0	0.0	4294901800.0	64545.0	129001.0	166220.0	262122.0	262143.0	167436.0	48389.0	79078.0	125252.0	29.0	29.0	54292.0	56.0	83.0	96588.0	15.0	6.0	16152.0	4635197.0
22114	2317851600.0	0.0	4294901800.0	76563.0	134890.0	135412.0	262122.0	262143.0	133824.0	49085.0	62645.0	96608.0	57.0	61.0	69440.0	80.0	84.0	65428.0	26.0	33.0	66984.0	4635703.0
22115	2317869000.0	0.0	4294901800.0	76852.0	140975.0	144240.0	262122.0	262143.0	150148.0	45176.0	62270.0	105092.0	33.0	33.0	68688.0	63.0	65.0	54060.0	22.0	12.0	32028.0	4635738.0
22117	2318142000.0	0.0	4294901800.0	78757.0	152521.0	160004.0	262122.0	262143.0	154740.0	60222.0	82333.0	103812.0	57.0	58.0	57328.0	93.0	113.0	85064.0	13.0	15.0	39684.0	4636284.0
22118	2318165000.0	0.0	4294901800.0	85385.0	159686.0	151224.0	262122.0	262143.0	155972.0	57769.0	79640.0	104924.0	55.0	66.0	68076.0	74.0	94.0	85652.0	36.0	48.0	32416.0	4636330.0
22119	2318184400.0	0.0	4294901800.0	62258.0	89520.0	111180.0	217835.0	262143.0	112644.0	21277.0	28523.0	102888.0	45.0	49.0	61884.0	20.0	21.0	50236.0	216.0	274.0	92800.0	4636369.0
22120	2318199600.0	0.0	4294901800.0	98929.0	163057.0	124588.0	262122.0	262143.0	132124.0	55901.0	71910.0	97888.0	55.0	49.0	53568.0	71.0	96.0	89968.0	20.0	16.0	30316.0	4636399.0
22121	2318207700.0	0.0	4294901800.0	85628.0	162508.0	152964.0	262122.0	262143.0	170372.0	69486.0	100379.0	109776.0	102.0	135.0	97620.0	201.0	255.0	93324.0	70.0	96.0	101908.0	4636415.0
22122	2318216700.0	0.0	4294901800.0	63105.0	156960.0	207372.0	262122.0	262143.0	168448.0	36206.0	88139.0	194504.0	48.0	67.0	61548.0	81.0	147.0	148944.0	34.0	26.0	42232.0	4636433.0
22123	2318234400.0	0.0	4294901800.0	68358.0	120326.0	141380.0	262122.0	262143.0	136048.0	39008.0	50146.0	97896.0	46.0	43.0	59916.0	91.0	88.0	53412.0	29.0	31.0	40644.0	4636469.0
22124	2318240000.0	0.0	4294901800.0	60983.0	170633.0	246716.0	261496.0	262143.0	240200.0	46239.0	97428.0	178908.0	34.0	60.0	78032.0	54.0	88.0	90596.0	14.0	9.0	13708.0	4636480.0
22127	2318297600.0	0.0	4294901800.0	60819.0	158101.0	234252.0	262122.0	262143.0	196096.0	37805.0	77799.0	170664.0	21.0	14.0	32976.0	99.0	171.0	116252.0	42.0	69.0	69408.0	4636595.0
22129	2318514400.0	0.0	4294901800.0	89897.0	154226.0	127940.0	262122.0	262143.0	150512.0	67150.0	89021.0	101096.0	58.0	66.0	73640.0	101.0	106.0	73500.0	24.0	27.0	55172.0	4637029.0
22130	2318887200.0	0.0	4294901800.0	76385.0	104657.0	104412.0	259394.0	262143.0	114632.0	33464.0	43694.0	98616.0	28.0	31.0	39920.0	19.0	15.0	36708.0	16.0	8.0	13556.0	4637774.0
22131	2318907100.0	0.0	4294901800.0	74384.0	147995.0	160036.0	262122.0	262143.0	188344.0	55467.0	88716.0	123808.0	36.0	35.0	23420.0	57.0	78.0	101064.0	14.0	9.0	17600.0	4637814.0
22132	2320139300.0	0.0	4294901800.0	89428.0	140297.0	124776.0	262122.0	262143.0	135992.0	36524.0	46373.0	95640.0	42.0	47.0	77144.0	51.0	60.0	80272.0	24.0	15.0	41360.0	4640279.0
22134	2320179200.0	0.0	4294901800.0	90091.0	175192.0	166048.0	262122.0	262143.0	167704.0	60612.0	87286.0	110748.0	62.0	60.0	61000.0	113.0	141.0	93980.0	50.0	64.0	72652.0	4640358.0
22135	2320184600.0	0.0	4294901800.0	60630.0	117730.0	156952.0	262122.0	262143.0	148236.0	38306.0	52869.0	105864.0	45.0	40.0	58948.0	105.0	145.0	98116.0	21.0	14.0	22828.0	4640369.0
22136	2320190200.0	0.0	4294901800.0	75189.0	129934.0	131676.0	262122.0	262143.0	125244.0	43776.0	56441.0	98592.0	46.0	43.0	62948.0	82.0	105.0	99688.0	28.0	22.0	24356.0	4640381.0
22145	2321180000.0	0.0	4294901800.0	76863.0	134402.0	136904.0	262122.0	262143.0	140276.0	35884.0	46328.0	98528.0	23.0	25.0	64524.0	74.0	88.0	86624.0	20.0	12.0	14796.0	4642360.0
22146	2321199400.0	0.0	4294901800.0	63544.0	176542.0	232020.0	262122.0	262143.0	197076.0	44593.0	80997.0	145296.0	22.0	12.0	22968.0	32.0	63.0	76972.0	22.0	15.0	20276.0	4642399.0
22147	2321248500.0	0.0	4294901800.0	68849.0	114648.0	133728.0	262122.0	262143.0	144708.0	30760.0	40005.0	99084.0	23.0	20.0	36280.0	62.0	85.0	71060.0	11.0	6.0	29300.0	4642497.0
22148	2321286700.0	0.0	4294901800.0	79730.0	154908.0	157396.0	262122.0	262143.0	153968.0	65721.0	92596.0	107464.0	45.0	67.0	102164.0	64.0	84.0	85932.0	45.0	47.0	52868.0	4642573.0
22150	2321528800.0	0.0	4294901800.0	66431.0	114690.0	131512.0	262122.0	262143.0	120476.0	37488.0	49882.0	102200.0	19.0	22.0	32132.0	47.0	40.0	28156.0	11.0	15.0	57540.0	4643058.0
22151	2321593300.0	0.0	4294901800.0	72196.0	124443.0	127348.0	262122.0	262143.0	143980.0	33707.0	46995.0	106068.0	9.0	5.0	11580.0	17.0	20.0	47384.0	9.0	10.0	25352.0	4643186.0
22152	2321619500.0	0.0	4294901800.0	82485.0	148514.0	135008.0	262122.0	262143.0	158324.0	51455.0	73708.0	109036.0	42.0	35.0	29816.0	38.0	49.0	84456.0	31.0	23.0	20424.0	4643239.0
22154	2321709300.0	0.0	4294901800.0	79209.0	169290.0	175944.0	262122.0	262143.0	178624.0	43665.0	70458.0	125136.0	26.0	28.0	58932.0	40.0	52.0	62464.0	5.0	2.0	8288.0	4643419.0
22155	2321770000.0	0.0	4294901800.0	71214.0	115578.0	127800.0	262122.0	262143.0	129620.0	35595.0	47532.0	101856.0	13.0	6.0	13408.0	32.0	29.0	49396.0	14.0	7.0	17888.0	4643540.0
22156	2321811500.0	0.0	4294901800.0	82575.0	145788.0	139948.0	262122.0	262143.0	158496.0	42286.0	61702.0	112388.0	22.0	17.0	41760.0	39.0	43.0	75580.0	24.0	29.0	59832.0	4643623.0
22157	2321837000.0	0.0	4294901800.0	110322.0	166490.0	112452.0	262122.0	262143.0	141116.0	44372.0	61487.0	106324.0	57.0	59.0	74520.0	70.0	86.0	83960.0	65.0	84.0	81692.0	4643674.0
22159	2321888800.0	0.0	4294901800.0	76194.0	127178.0	128812.0	262122.0	262143.0	126248.0	33359.0	42578.0	96228.0	11.0	9.0	15172.0	39.0	44.0	55004.0	2.0	2.0	7216.0	4643777.0
22160	2321906700.0	0.0	4294901800.0	65873.0	132331.0	150140.0	262122.0	262143.0	155708.0	51265.0	73760.0	108700.0	32.0	31.0	61004.0	30.0	32.0	59456.0	8.0	7.0	17792.0	4643814.0
22163	2322217200.0	0.0	4294901800.0	67393.0	113394.0	137240.0	262122.0	262143.0	133424.0	32254.0	41323.0	97064.0	12.0	16.0	19772.0	21.0	37.0	77840.0	6.0	2.0	7340.0	4644434.0
22164	2322240800.0	0.0	4294901800.0	73778.0	149143.0	169516.0	262122.0	262143.0	161304.0	54561.0	83886.0	117852.0	33.0	34.0	57368.0	51.0	70.0	86260.0	26.0	43.0	71200.0	4644481.0
22165	2322267600.0	0.0	4294901800.0	69055.0	123580.0	142316.0	262122.0	262143.0	136340.0	30040.0	39027.0	98488.0	31.0	41.0	62732.0	42.0	33.0	32380.0	24.0	30.0	51284.0	4644535.0
22166	2322285800.0	0.0	4294901800.0	65213.0	165066.0	210692.0	262122.0	262143.0	207628.0	28105.0	63813.0	187268.0	34.0	52.0	58044.0	69.0	129.0	137548.0	23.0	41.0	65096.0	4644572.0
22167	2323153700.0	0.0	4294901800.0	74740.0	122418.0	120112.0	258570.0	262143.0	107004.0	26918.0	36036.0	102488.0	16.0	14.0	44500.0	41.0	41.0	67240.0	19.0	7.0	17580.0	4646307.0
22169	2323352300.0	0.0	4294901800.0	88648.0	150521.0	138560.0	262122.0	262143.0	144120.0	42713.0	55751.0	98064.0	60.0	59.0	68220.0	82.0	85.0	67492.0	15.0	14.0	51204.0	4646705.0
22170	2323434500.0	0.0	4294901800.0	80066.0	124833.0	116892.0	262122.0	262143.0	122260.0	34819.0	46078.0	101404.0	24.0	25.0	65256.0	59.0	70.0	69072.0	16.0	10.0	34420.0	4646869.0
22171	2323449300.0	0.0	4294901800.0	88811.0	171143.0	152952.0	262122.0	262143.0	163164.0	51165.0	73779.0	110984.0	23.0	21.0	56912.0	82.0	104.0	90756.0	25.0	14.0	22292.0	4646898.0
22172	2323463700.0	0.0	4294901800.0	71317.0	115047.0	127128.0	262122.0	262143.0	130396.0	31491.0	41760.0	101120.0	16.0	21.0	65536.0	69.0	69.0	66028.0	11.0	9.0	50284.0	4646927.0
22174	2323503900.0	0.0	4294901800.0	70691.0	129081.0	146748.0	262122.0	262143.0	151544.0	57804.0	90677.0	119996.0	46.0	57.0	77616.0	76.0	92.0	73360.0	32.0	16.0	33356.0	4647008.0
22175	2324621600.0	0.0	4294901800.0	96071.0	156351.0	121784.0	262122.0	262143.0	129748.0	42334.0	54630.0	97820.0	73.0	68.0	66208.0	55.0	54.0	63892.0	37.0	43.0	64836.0	4649243.0
22177	2324662800.0	0.0	4294901800.0	72871.0	123749.0	141096.0	262122.0	262143.0	141812.0	44062.0	58047.0	99864.0	50.0	43.0	32920.0	81.0	100.0	85400.0	50.0	51.0	59664.0	4649326.0
22178	2324679700.0	0.0	4294901800.0	73176.0	123106.0	135844.0	262122.0	262143.0	149972.0	43017.0	59187.0	103880.0	3.0	2.0	11152.0	17.0	9.0	24568.0	11.0	4.0	10288.0	4649359.0
22179	2324693800.0	0.0	4294901800.0	74708.0	175027.0	216316.0	262122.0	262143.0	209460.0	36048.0	92535.0	207348.0	35.0	46.0	62000.0	66.0	165.0	185740.0	22.0	29.0	109432.0	4649388.0
22180	2324809200.0	0.0	4294901800.0	94990.0	137747.0	106876.0	262122.0	262143.0	132724.0	34209.0	44782.0	99940.0	29.0	23.0	52464.0	39.0	35.0	29180.0	12.0	5.0	14828.0	4649618.0
22181	2324829700.0	0.0	4294901800.0	78106.0	129954.0	130036.0	262122.0	262143.0	133432.0	33337.0	44088.0	100376.0	25.0	28.0	52124.0	46.0	42.0	64692.0	23.0	26.0	55840.0	4649659.0
22182	2324842800.0	0.0	4294901800.0	70127.0	169205.0	205524.0	262122.0	262143.0	181768.0	30448.0	75386.0	197260.0	18.0	9.0	23448.0	40.0	73.0	120328.0	18.0	9.0	13756.0	4649686.0
22183	2325834200.0	0.0	4294901800.0	62652.0	88835.0	108360.0	239690.0	262143.0	111184.0	15287.0	18622.0	92240.0	13.0	9.0	34268.0	1.0	1.0	3960.0	55.0	32.0	28868.0	4651669.0
22184	2326215400.0	0.0	4294901800.0	77719.0	121966.0	122272.0	262122.0	262143.0	130224.0	34049.0	46274.0	104096.0	23.0	24.0	35692.0	36.0	36.0	33164.0	18.0	17.0	23576.0	4652431.0
22185	2326234400.0	0.0	4294901800.0	83589.0	146851.0	133720.0	262122.0	262143.0	142012.0	45640.0	62124.0	104084.0	51.0	58.0	72688.0	154.0	191.0	82440.0	42.0	35.0	47304.0	4652469.0
22186	2326250500.0	0.0	4294901800.0	79531.0	141416.0	134420.0	262122.0	262143.0	146768.0	54415.0	75382.0	105468.0	46.0	49.0	64848.0	96.0	112.0	83752.0	41.0	54.0	64812.0	4652501.0
22189	2327174400.0	0.0	4294901800.0	77087.0	117064.0	116944.0	262122.0	262143.0	117412.0	34023.0	43196.0	96928.0	40.0	32.0	46008.0	51.0	56.0	80356.0	20.0	15.0	30344.0	4654349.0
22190	2327214000.0	0.0	4294901800.0	80130.0	125212.0	117336.0	262122.0	262143.0	121548.0	33934.0	42777.0	95404.0	23.0	24.0	49704.0	42.0	38.0	40604.0	43.0	44.0	63560.0	4654428.0
22191	2327444500.0	0.0	4294901800.0	66741.0	110776.0	131048.0	262122.0	262143.0	135408.0	28458.0	37040.0	99692.0	9.0	14.0	44156.0	27.0	30.0	52384.0	1.0	2.0	6128.0	4654889.0
22192	2327468000.0	0.0	4294901800.0	74695.0	128694.0	133364.0	262122.0	262143.0	132748.0	39469.0	50498.0	97464.0	22.0	31.0	84992.0	80.0	73.0	59212.0	21.0	15.0	37472.0	4654936.0
22194	2328383200.0	0.0	4294901800.0	86033.0	142751.0	130660.0	262122.0	262143.0	135924.0	50896.0	65998.0	98728.0	30.0	28.0	63460.0	47.0	51.0	43604.0	19.0	11.0	24528.0	4656767.0
22197	2329932500.0	0.0	4294901800.0	85015.0	133486.0	119196.0	262122.0	262143.0	125020.0	30647.0	39961.0	99280.0	19.0	11.0	19284.0	37.0	32.0	31596.0	3.0	2.0	10956.0	4659865.0
22199	2330237700.0	0.0	4294901800.0	88014.0	165011.0	149720.0	262122.0	262143.0	160780.0	63560.0	89290.0	107592.0	40.0	46.0	65952.0	47.0	64.0	89312.0	32.0	24.0	21432.0	4660475.0
22200	2330249000.0	0.0	4294901800.0	84800.0	123805.0	109700.0	262122.0	262143.0	141280.0	38574.0	54190.0	106652.0	27.0	24.0	56820.0	65.0	68.0	52288.0	20.0	9.0	30072.0	4660498.0
22202	2331036400.0	0.0	4294901800.0	71562.0	126447.0	141876.0	262122.0	262143.0	131608.0	50011.0	63804.0	96744.0	53.0	49.0	66864.0	96.0	109.0	83460.0	11.0	7.0	26208.0	4662073.0
22203	2331060200.0	0.0	4294901800.0	84776.0	151723.0	145520.0	262122.0	262143.0	142212.0	44617.0	55891.0	94784.0	33.0	37.0	62856.0	61.0	57.0	52864.0	25.0	10.0	22800.0	4662120.0
22204	2331135700.0	0.0	4294901800.0	73997.0	87382.0	86376.0	262122.0	262143.0	97104.0	19476.0	21492.0	83216.0	17.0	13.0	35012.0	4.0	2.0	6672.0	28.0	19.0	22072.0	4662272.0
22205	2331706000.0	0.0	4294901800.0	98417.0	152111.0	116192.0	262122.0	262143.0	124520.0	40442.0	51470.0	97048.0	57.0	67.0	79188.0	115.0	127.0	77180.0	33.0	30.0	51740.0	4663412.0
22206	2331798000.0	0.0	4294901800.0	74529.0	135560.0	146188.0	262122.0	262143.0	133420.0	32073.0	40025.0	94564.0	23.0	25.0	56800.0	47.0	65.0	98936.0	23.0	12.0	25364.0	4663596.0
