"Comp-APC-A","Comp-BV421-A","Comp-FITC-A","Comp-PE-Texas Red-A"
19.6208,62.8811,-81.0285,22.5685
8.43325,42.4066,-80.4449,30.3774
20.3298,58.7988,-52.2901,28.9826
4.21222,105.729,-36.4205,103.89
14.9336,96.1377,42.8577,135.651
54.7081,92.1838,39.3501,104.351
558.337,83.1991,74.3361,107.883
20.3892,34.4981,-41.4417,46.7226
17.6408,60.6486,20.98,53.9214
1.16243,64.5396,28.2964,108.12
30.7786,46.6161,-92.0774,85.1377
17.6254,97.4551,46.9266,98.2248
65.111,90.3,-1.84079,98.3682
31.3713,59.1177,-0.836466,74.0537
60.5106,77.4115,17.9773,110.758
28.9149,119.993,-3.42026,97.4661
28.4859,85.6508,-61.2812,84.2683
1379.96,161.212,106.168,99.3505
13.0217,110.362,-54.7162,62.1001
40.0322,154.631,115.753,49.0013
12.5623,50.5706,24.4529,58.3753
27.4936,184.43,49.518,121.494
7.32307,106.982,-52.1968,86.8001
2.41677,64.1569,-72.4482,29.5912
33.2126,42.7255,-43.0914,39.8678
24.3536,130.793,-28.6476,105.242
30.2654,128.11,-33.0291,117.817
43.9843,61.0313,21.6046,108.974
12.8862,77.4744,-101.183,77.1533
22.7978,123.241,78.1389,113.802
15.1265,93.3765,68.6785,65.5373
29.5646,98.3332,1.2185,104.391
40.657,101.343,-108.49,76.9575
18.114,52.2927,-28.2013,80.4572
14.2738,82.5074,-65.1085,56.8445
1557.29,902.19,121.905,146.372
